# step, loss_train, loss_test, metrics_test
9.000000000000000000e+03 1.326165802311152220e-04 1.376800937578082085e-04 1.103866234188899398e-04 2.617932041175663471e-04 1.780090678948909044e-04 1.326165802311152220e-04 1.376800937578082085e-04 1.103866234188899398e-04 2.617932041175663471e-04 1.780090678948909044e-04
1.000000000000000000e+04 5.117397085996344686e-05 7.913488661870360374e-05 5.635041088680736721e-05 8.480106771457940340e-05 9.027905616676434875e-05 5.117397085996344686e-05 7.913488661870360374e-05 5.635041088680736721e-05 8.480106771457940340e-05 9.027905616676434875e-05
1.003700000000000000e+04 5.079787661088630557e-05 7.786489732097834349e-05 5.628325743600726128e-05 8.547028119210153818e-05 8.793776214588433504e-05 5.079787661088630557e-05 7.786489732097834349e-05 5.628325743600726128e-05 8.547028119210153818e-05 8.793776214588433504e-05
1.003700000000000000e+04 5.079787661088630557e-05 7.786489732097834349e-05 5.628325743600726128e-05 8.547028119210153818e-05 8.793776214588433504e-05 5.079787661088630557e-05 7.786489732097834349e-05 5.628325743600726128e-05 8.547028119210153818e-05 8.793776214588433504e-05
1.100000000000000000e+04 4.612429984263144433e-05 7.240298145916312933e-05 5.277153104543685913e-05 7.604629354318603873e-05 8.113418152788653970e-05 4.612429984263144433e-05 7.240298145916312933e-05 5.277153104543685913e-05 7.604629354318603873e-05 8.113418152788653970e-05
1.200000000000000000e+04 4.102561797481030226e-05 6.546107761096209288e-05 4.794286360265687108e-05 6.664307147730141878e-05 7.248025940498337150e-05 4.102561797481030226e-05 6.546107761096209288e-05 4.794286360265687108e-05 6.664307147730141878e-05 7.248025940498337150e-05
1.300000000000000000e+04 3.696178464451804757e-05 5.939642505836673081e-05 4.399423414724878967e-05 5.911822154303081334e-05 6.542069604620337486e-05 3.696178464451804757e-05 5.939642505836673081e-05 4.399423414724878967e-05 5.911822154303081334e-05 6.542069604620337486e-05
1.400000000000000000e+04 3.378000474185682833e-05 5.449535092338919640e-05 4.077288031112402678e-05 5.328364204615354538e-05 5.970048368908464909e-05 3.378000474185682833e-05 5.449535092338919640e-05 4.077288031112402678e-05 5.328364204615354538e-05 5.970048368908464909e-05
1.500000000000000000e+04 3.131432094960473478e-05 5.043030614615418017e-05 3.815690797637216747e-05 4.869827535003423691e-05 5.530603812076151371e-05 3.131432094960473478e-05 5.043030614615418017e-05 3.815690797637216747e-05 4.869827535003423691e-05 5.530603812076151371e-05
1.600000000000000000e+04 2.922565363405738026e-05 4.701828220277093351e-05 3.561912308214232326e-05 4.530326259555295110e-05 5.128575503476895392e-05 2.922565363405738026e-05 4.701828220277093351e-05 3.561912308214232326e-05 4.530326259555295110e-05 5.128575503476895392e-05
1.700000000000000000e+04 2.744199264270719141e-05 4.457417890080250800e-05 3.361961353220976889e-05 4.218195317662321031e-05 4.839436587644740939e-05 2.744199264270719141e-05 4.457417890080250800e-05 3.361961353220976889e-05 4.218195317662321031e-05 4.839436587644740939e-05
1.800000000000000000e+04 2.561632209108211100e-05 4.118011929676868021e-05 3.180475687258876860e-05 3.916842251783236861e-05 4.508740676101297140e-05 2.561632209108211100e-05 4.118011929676868021e-05 3.180475687258876860e-05 3.916842251783236861e-05 4.508740676101297140e-05
1.900000000000000000e+04 2.413409310975112021e-05 3.875376569340005517e-05 3.001275945280212909e-05 3.734691563295200467e-05 4.244067895342595875e-05 2.413409310975112021e-05 3.875376569340005517e-05 3.001275945280212909e-05 3.734691563295200467e-05 4.244067895342595875e-05
2.000000000000000000e+04 2.288104406034108251e-05 3.671925151138566434e-05 2.836247585946694016e-05 3.469622606644406915e-05 4.037096732645295560e-05 2.288104406034108251e-05 3.671925151138566434e-05 2.836247585946694016e-05 3.469622606644406915e-05 4.037096732645295560e-05
2.003700000000000000e+04 2.275034785270690918e-05 3.647107587312348187e-05 2.829601908160839230e-05 3.455067781032994390e-05 4.015937156509608030e-05 2.275034785270690918e-05 3.647107587312348187e-05 2.829601908160839230e-05 3.455067781032994390e-05 4.015937156509608030e-05
